CAST_MEMBER,TITLE_COUNT,AVG_RATING
Bassem Qahar,1,0
Lilla Crawford,1,0
S.D,1,0
Christian Distefano,3,6.5
Núria Gago,2,8.2885
Barry Mcgovern,1,0
Nicolas Maury,2,5.75
Kristen Quintrall,1,3.771
Anna Sigalevitch,1,5.3
Krista Allen,1,6.8
Roger Rose,1,5.8
Indiana Evans,2,6.1
Hank Skinny,2,3.4475
William Huw,1,5.2
Steve Le Marquand,1,6.837
Dan Badarau,1,4.7
Samantha Ferris,1,4.909
Pijitra Siriwerapan,1,7.7
Juan Ramírez,1,7.329
Chiara Francini,2,5.685
Dylan Jones,1,3.6
Tamaki Matsumoto,1,6.5
Dragoș Bucur,1,6.5
Georgette Perna,1,7.1
Neil Peart,1,7.475
Abel Tripaldi,1,5.479
Antonio Pedro,1,6.5
Neal Adams,1,7
Christopher Good,1,7.3
Luis Oliva,1,4.2
Cheung Tat-Ming,2,3.5
Tanya James,1,4.5
Ruben Studdard,1,6.9
Sanjay Swaroop,1,6.8
Yuko Takeuchi,5,7.6956
Advika Yadav,1,5
Jermaine Jackson,1,6
T.J. Lepage,1,5.3
Paris Hilton,1,7.2
Christopher B. Duncan,2,7.55
Bud Luckey,1,6.9
Hadley Fraser,1,8.4
Charlotte Salt,1,7.044
Deborah Secco,3,5.9
Satsuki Yukino,2,7.7
Matt Prokop,2,5.848
Sean Bishop,1,6.1
Shawn Stockman,1,5.196
Elizabeth Mathis,1,5.8
Jorge Arvizu,1,5.9
Sôsuke Komori,1,5.8
Ichikawa Ebizo Xi,1,7.2
Regina Advento,1,7.425
Olivia Crocicchia,1,6.3
Mark Logue,1,7.9
Zenaida Yanowsky,1,7.7
Amara Zaragoza,1,5.3
Moica,1,7.2
David Decoteau,1,6.795
Chen Zhi-Ming,1,4.2
Claudio Bigagli,1,5.7
Scott Kuza,1,4.6
Dominika Paleta,2,3.25
Kathryn Mccormick,1,6.9
Alberto Ferreiro,1,6.4
Aliyah O'brien,2,5.5
Will Rogers,1,5.8
Suliman Karim Mohamad,1,7.505
Jonatan Bökman,1,5.6
Alain Delon,1,7.5
Sanja Mikitišin,1,5.358
Catherine Steadman,1,5
Shikha Joshi,1,5.6
Masami Saeki,1,5.3
Chelsey Reist,1,6.2
Anna Próchniak,3,6.774666667
Barrett Brown,1,7.1
Michael Colgan,1,6.743
Ratan Singh,1,6.1
Erlend Nervold,1,5.4
Vic Mignogna,1,6.25
Kelly Lynch,2,4.85
Suzuka Ohgo,1,6.8
Brittany Bass,1,4.2
Antron Mccray,1,6.973
Kim Hyun-Ji,1,7.5
Michelle Argyris,2,4.8575
Pubudu Chathuranga,2,7.75
Shaun Benson,6,6.204166667
Patricia Phillips,1,6.4
Jean-Paul Muel,1,6.242
Davide Giordano,2,6
Corsica Wilson,1,4.6
Joe Lewis,1,5.4
Christos Vasilopoulos,1,4.799
Mimi Kirkland,1,7.3
Daniel Raymont,1,7.7
Billie Piper,5,6.4126
Maggie Keenan-Bolger,1,5.6
Katie Stegeman,1,5.4
Simon Greenall,3,6.7
Hideaki Anno,2,7.65
Lance Legault,1,6.138
Tzahi Grad,1,6.6
Rebecca Pidgeon,1,5.7
Peter Dacunha,3,4.533333333
Chelsea Turnbo,1,2.1
Tao Okamoto,1,6.419
Christo Mitzkov,1,6.8
Dean Stockwell,1,5.5
Jon Stewart,2,6.744
Neil Hopkins,1,5.524
Susannah Kenton,1,8.1
Barbara West,1,6.5
Mason Dye,1,6.7
Viktor Gyllenberg,1,6.859
Ingrid Haas,1,6.5
Joyce Cohen,1,5.9
Michael Maertens,3,6.527666667
Do Kwang-Won,1,6.5
Leonard Roberts,1,6.8
Sergey Marin,1,1.5
David House,1,4.7
Ina Geerts,1,6.9
Ninetto Davoli,1,5.7
Duncan Casey,1,5
Park Doo-Sik,1,7.2
Ben Diskin,7,6.371428571
Christopher Parker,1,5.3
Imani Hakim,2,6.6115
Harold Koda,1,7.352
Brian Omally,1,6.1
Helen Eigenberg,1,6.6
Robert Daniel Sloan,1,5.9
Nikita Tarasov,2,5.95
Kate Beahan,2,5.95
Frank Novak,1,4.9
Danielle Moinet,1,6.3
Marco Sanz,1,6.722
Keith Poulson,2,5.82
David Threlfall,2,5.804
Aurora Perrineau,3,6.240333333
Antonythasan Jesuthasan,1,6.8
Aimi Yoshikawa,1,5.1
Eric Szmanda,1,7.1
Victoria Luengo,4,6.675
Erol Demiröz,2,7.25
Théo Cholbi,2,5.55
Emmanuel Tahon,1,6.722
Nick Nicotera,1,4.7
Ange Dargent,1,6.1
Patrick Renna,1,4.942
Chonda Pierce,1,5.665
Märt Avandi,1,7
Garrett Coffey,1,3.7
Bashar Rahal,1,5.9
Tomomi Saito,1,8.4
Bernard Arnault,2,7.414
Davide Marotta,1,5.1
Luis Alberto García,1,7.4
Jesse Whitfield,1,7.9
Teo Planell,2,6.25
Tom Mckay,1,5.6
Min Jae-Ha,1,3
Uwe Bohm,1,6.677
Ben Carolan,1,7.9
Han Jiao Jiao,1,7.7
Billy Snow,2,5.4235
Usher,3,7.4
Iori Kogawa,2,3
Yoshiko Sengen,5,6.4
Michael Chan Wai-Man,1,6.7
Ilka Bessin,1,5.8
Damian De Montemas,1,6.1
Patrick Baladi,1,5
Jesús Meza,1,5.989
Eusebio Poncela,1,6.6
Kipan Rothbury,1,5.5
Scott Baxter,1,6.5
Sumire,1,7.488
Mitchell Slaggert,1,5.7
Jeannine Wacker,1,3.6
Dorian Le Clech,1,7.8
Gia Lodge-O'meally,1,6
Pooneh Hajimohammadi,2,5.7095
Ben Rosenbaum,1,6.3
Kim Joo-Hyeop,1,5
Kyle Field,1,6.3
Yonatan Shiray,1,6.809
Marie Borkowski Foedrowitz,1,6.815
Hayley Sales,2,6.45
Bryce Durfee,1,5.6
Prokhor Chekhovskoy,2,6.55
Masashi Arifuku,1,7.2
Baek Seon,1,5
Lee Jang-Mi,1,5
Bence Tasnádi,1,7.072
Alanna Bale,2,5.474
Ali Marhyar,2,5.497
Junko Asami,1,7.4
Celina Martin,1,6.8
Joan Smalls,1,6.9
Michel Robin,1,6.323
Anna Gaylor,1,6.323
David Kammenos,1,6.047
Marcin Dorociński,2,6.2
Barry Atsma,3,6.8
Pol Monen,3,5.733333333
Saïd Boumazoughe,2,7.6
Aaron Hilmer,2,7.6
Kate Berlant,1,5.4
Marc Ozall,1,4.6
Louisa Connolly-Burnham,1,6.769
Mark K. Sargent,1,6.329
Anatole Taubman,3,6.265666667
Jung Yoo-Ah,1,7.2
Benjamin Wainwright,2,7.6
Burt Reynolds,1,6.454
Eugenio Franceschini,2,5.8
Ntare Guma Mbaho Mwine,1,6
Thissa D'avila Bensalah,1,6.7
Jonathan Couzinié,2,6.6
Scott Macarthur,2,7.45
Isabella Gómez,3,6.475
Lucy-Jane Quinlan,1,5.8
Darrick Bachman,1,8.4
Sturgill Simpson,1,7.137
Jeff Burrell,1,5.8
Anna De Ville,1,0
Ciro Pellechia,1,6.8
Carlo Cecchi,2,6.85
Aleksander Ottesen-Kaastad,1,6.7
Surasak Wongthai,1,6.3
Nicholas Crowe,1,7
Jex Blackmore,1,7
Carol Duarte,2,7.6
Cristian Miscel,1,7.6
Opal Littleton,1,6.151
Alexandra Guelff,1,6.908
Mark Camacho,1,6
Kim Cho-Hee-I,1,0
Reiko Kataoka,1,4.7
Eric Lewis,1,7.3
Tristan Harris,1,7.5
Molly Dew,1,5.3
Niles Fitch,3,6.926
Luke Epple,1,7.3
Mike C. Nelson,1,6.7
Michael Benjamin Washington,2,6.18
Eva Hache,2,4.55
Johanna Schraml,1,5.6
Ben Feinstein,1,7.1
Menashe Lustig,1,5.8
Audrey De León,1,6.2
Matteo Giannini,1,7.9
Ajay Bafna,1,1
Heather Mccomb,1,6.7
Judy Reyes,4,6.8605
Matthew Solomon,1,6.1
Emma Berman,2,6.35
Ye Ri,1,0
Madeleine Vall,1,6.2
Agathe Rousselle,2,6.28
Gu Lei,1,6.9
Alana Haim,1,6.972
Charlie Saxton,2,7.9705
Mino Suzume,1,0
Robin De Jesús,1,7.6
Thomas Hanzon,1,5.9
Alisa Allapach,1,5.3
Malena Lucia Lodahl,1,7.8
Chris Warner,1,6
Alexey Makretsky,1,7
Supanaree Sutavijitvong,1,6.4
Giampiero Judica,1,6.5
Justin Mane,1,6
Philip Lenkowsky,1,7.8
Dave Goelz,5,7.7878
Tony Azzolino,1,5.2
Maureen Tucker,1,6.795
Rachel Rye,1,5.88
Britt Allen,1,4.1
Izumi Ishii,1,7.2
Mayu Yamaguchi,1,6.6
Terry Hughes,1,7.4
Ilya Noskov,2,7.1
Miri Pérez-Cabrero,1,6.4
Aciel Martinez Pol,1,4.281
John Pollono,1,6.1
Johanny Sosa,1,6
Anna Bogutskaya,1,5.938
Arieh Worthalter,5,6.2568
Lacy Hartselle,1,5.4
Andrii Mostrenko,1,7.641
Dale Soules,1,6.9
Darren Keilan,1,7.3
Loreto Mauleón,1,7.3
Israel Ogalbo,1,5.5
Sean Burgos,1,6.9
Tracey Roath,1,6.384
Marc Menchaca,3,6.166666667
Yutaro,4,7.2125
Alejandra Flechner,1,7.9
Guy Branum,1,6.7
Yerin Ha,1,6.2
Han Ye-Ji-I,1,5.8
Michael Wayne Foster,2,5.3
Kedebon Colim,1,6.3
Ulf Stenberg,1,6.2
Lora Burke,1,6.125
Layla Felder,1,7.6
Florian Teichtmeister,1,6.2
Brea Bee,1,7.1
Steve Altman,1,6.5
Liang Zou,2,6.8
Milo Coy,1,7.027
Arlene Tur,1,5.1
Lara Morena,3,5.233333333
Randi Demarco,1,7.763
Diego Meléndez,1,5.2
Katelyn Pippy,1,5.7
Jefferson White,2,5.5
Hilary Earl,1,7.5
Nicola Brown,1,6.9
Mimi Keene,1,6.903
Oleh Skrypka,1,7.202
Leandro Lima,2,6.55
Corbin Timbrook,1,5.8
Lynn Ferguson,1,7
Daniel Haddad,1,8.4
Rudi Dharmalingam,2,6.55
Olivier Paris,1,6.4
Dylan Chloe Dash,1,6.428
Natalie Tannous,1,7.1
Pablo Ragoni,1,3
Cody Sullivan,1,5.7
Stephen Kramer Glickman,2,4.85
Teresa Rabal,1,6
Isaiah Russell-Bailey,1,6.6
Orson Hong,1,6.6
Fukujuro Katayama,4,6.55
Mala Ghedia,1,6.8
Christine Schorn,1,6.068
Beatrice Fletcher,1,5.93
Charlie Kersh,1,6.6
Ursula Yovich,1,5.4
Juan Cruz Rolla,1,6
Nicolette Mckeown,1,5.7
Lagueria Davis,1,6.1
Thoren Ferguson,1,5.6
Nikki Aaron,1,6.7
Bu Yu,1,6.4
Guillaume Bats,1,7.3
Ryan Coogler,1,6.8
Héctor Jiménez,4,5.1355
Jolie Jenkins,1,6.2
Blanca Guerra,3,7.633333333
Gilleth Sandico,1,5.5
Antonio Fargas,1,5.9
Jeremy O. Harris,2,3.25
Sir Carter,1,8.6
Pope Francis,1,7.4
Lauryn Ajufo,1,6.4
Shi Ce,2,7.0275
Sahil Khan,1,6.7
Cody Rhodes,1,7.2
Emmanuel Lanzi,1,6.2
Lou Goossens,2,7.25
Nicole Pritchard,1,4.9
Femi Adebayo,2,6.05
Léa Luce Busato,1,6.4
Celeste Dalla Porta,1,6.9
Manikandan,2,7.3
Lara Jean Chorostecki,3,6.633333333
Farisa Abu Aram,1,8.1
Jacob Moran,1,5.9
Armani Hector,1,7
Meena Rayann,1,6.6
Allan Paule,6,3.45
Luc Antoni,1,7.255
Dipo Ola,2,7.2
Elias Ferguson,1,7.1
Morten Svartveit,1,6
Glenn Salvage,1,3.611
Samantha Chang,1,6.3
Demetrius Grosse,2,7.05
Andrew Havill,1,6
Sampda Sharma,1,6.9
Tabs Sumulong,1,5
Louise Coldefy,2,6.444
Harper Steele,1,7.37
Simon Thompson,1,6.7
Simon Kunz,1,6.4
Sreenath Bhasi,1,7.7
Balu Varghese,1,7.7
Brooke Mccloy,1,2.5
Yoga Pratama,2,6.5
Teo Vergara,1,6.3
Eddy Angélil,1,7.8
Slava Leontyev,1,6.6
Fhat Gonzales,1,6
Simone Luglio,1,6.3
Florencia Dufou,1,0
Jiiva,3,4.715
Alfie Alfandy,1,7
Tom Leigh,1,5.2
David Virgo,1,0
Amon Hirai,2,2.6
Helen Laser,1,0
Liam,1,0
Ansha Sayed,1,0
Morgan Oey,1,5.2
Anneke Kim Sarnau,1,8.9
Vino G. Bastian,2,3.25
Kaleb Rassel,1,0
Imre Manó Steiner,1,0
Drew Ray Tanner,2,5.85
Sophia Bowes,1,0
Anshu,1,0
Kimpo Kim,1,0
Kě,1,0
Dheeraj Kumar,1,9
John D. Lemay,1,0
Manes Pottier,1,0
Madison Lanesey,1,0
Franco Stellatelli,1,0
Arka Das,1,0
Lina Rong Mei Chen,1,0
Asia Kate Dillon,2,3.85
Matheus Goulart,1,0
Michael Jon Murphy,1,0
Kylie Conklin,1,0
Malou De Guzman,2,6.3
Rasha Thadani,1,7
Marc Anthony,1,0
Lee Chan-Won,2,2.5
Vladimir Borisov,1,0
Rudklao Amratisha,4,3.5
Umika Kawashima,1,7.7
Chrishell Stause,1,6.5
Ping Obrnithi Leelavetchabutr,1,7.5
Felix Mallard,2,7.771
Kai Harris,1,10
Payal Rajput,1,0
Haitham Al Masry,1,0
Grit Boettcher,1,0
Annie Maynard,1,7.1
Rhys Mitchell,1,7.1
Sophia Brown,2,6.1585
Vania Gill,1,6.5
Ichiya-Koi,1,4
Cao Kenan,1,0
Timm Sharp,2,6.65
Oh Min-Soo,1,8.5
Adam Pak Tin-Nam,2,4.5
Martín Barba,1,8.3
Ivana Wong Yuen-Chi,1,0
Inntouch Naphat Chalermphonphakdee,1,5.8
Martine Gutierrez,2,6.75
Edson Oliveira,1,7.5
Issei Mamehara,1,0
Agnieszka Dygant,4,5.475
Toomi,1,0
Jochen Horst,1,5
Ulrike C. Tscharre,1,6
Michael Zegen,3,6.966666667
Tala Ashe,1,7.29
Michael Nardelli,2,6.1865
Antje Widdra,1,0
Song Jae-Ryong,1,8.297
Mariano González,1,8.6
Jørgen Evensen,2,3
Katie Leclerc,1,7.5
Cunyi Sui,1,0
Jockel Tschiersch,1,4
Zu Elfakkar Kheder,1,0
David Donahoe,1,8
Lavina Tandon,2,2.75
Lucia Passaniti,1,5
Aashay Mishra,1,0
Youssef Omar,1,0
Sayuri Date,1,8.3
Laura Esquivel,1,6
Liu Yase,4,4.95
Nina Petri,2,0
Asuman Dabak,1,4.2
Jero Medina,1,7.486
Hsiu-Fu Liu,1,7
Anthony Burke,1,7
Camille Van Gestel,1,0
Hyein,1,7
Kyla Pratt,2,7.5
Ephraim Benton,1,0
Heidy Bermúdez,2,6.25
Hou Jingjian,2,3
Mayana Moura,1,7.9
Alex Kelly,1,6.8
Castle Rock,1,8.2
Kohei Amasaki,9,6.871222222
Ren Watabe,1,7.778
林海,1,0
Yanzi Yan,2,8.9
Dino Lee,3,7.3
Chang Xu,1,9
Kim Gap-Soo,1,0
Pollyanna Rocha,1,10
Jennifer Holland,1,8.267
Elizabeth Alderfer,2,6.5025
Mayur More,1,7.995
Rylea Nevaeh Whittet,1,7.9
Robin Thede,1,7.243
Sudeep Sahir,1,0
Akira Fuse,1,6.5
Max Bolf,1,8
Li Chengfeng,1,7
Nadine Mills,1,7.534
Cui Zhenzhen,2,6.05
Park Ji-Hyo,3,5.933333333
Ed Gama,2,3.55
Maliksi Morales,1,0
Jake Paque,1,7.6
Peter Nelissen,1,0
Germana Pasquero,1,6.8
Lee Do-Kyung,1,7.9
Luis Uribe,1,6
Jorge Ponce,2,7
Rainer Reiners,1,9
Nina Hellman,1,6.4
Risae Matsuda,1,0
Ruri Arai,1,6.2
Günther Jauch,1,0
Astha Agarwal,1,6
Erisa Kuon,2,7.7
Fiona Button,1,7.3
Wang He Yu,1,8
Rick D. Wasserman,2,7.5805
Darkiel,1,7.3
Masaya Matsukaze,3,7.4
Igor Ogurtsov,2,7.85
Aurélie Pons,1,6.9
Cristina Domínguez,1,7
Nursel Köse,1,7.62
Filipa Castro,1,7.8
Marco Borges,1,7.8
Renika Williams,1,7.231
Eleonora Wexler,1,7.6
Ding Jun,1,7
Nicolás Rodríguez,1,8.4
Wong Hei,4,2.25
Tempo Jirawut Iamla-Or,1,0
Gaon,1,7
Karima Mokhtar,2,5.4
Wang Xiaobing,3,5.6
Natalia Cordova-Buckley,1,7.2
Maria João Bastos,1,0
Anna Valle,2,9
Manuela Ventura,1,8
Kateryna Kisten,1,0
Huan Xu,1,8
John Paul Tremblay,2,7.25
Paula Shaw,1,7.4
Blanca Romero,2,2.45
Léonie Simaga,1,8
Ni Songyang,1,0
David Lowe,1,6
Pearl Luo,1,8
Ondřej Pšenička,1,6
Barney Fishwick,1,7.6
Rachel Eggleston,1,6.9
Lancelot Ncube,1,0
Nikolay Ivanov,1,8.3
Ve Neill,1,7.1
Ify Nwadiwe,1,9.5
Carolyn Chan,1,0
Mosharraf Karim,1,0
Wu Jun,2,1.7
Tegan Higginbotham,1,5
Frida Sofía Cruz Salinas,1,8.1
Selome Emnetu,1,7.2
Yuna,1,0
Mario López,2,2.4
Derek Muller,1,8
Belize Pombal,2,7.8
Masayasu Wakabayashi,3,8.5
Lee Sae-On,1,7.656
Gia Ge,1,8.8
Vadhir Tiscareño,1,8.2
Carmen Tănase,2,7.7
Luis Felipe Tovar,1,9.3
Zach Kornfeld,1,0
Elena Rivera,2,3.5
Simone Gandolfo,1,0
Pariva Pranati,1,7.4
Joo Ah-Sung,1,3.5
Xia Lei,2,7.6
Sanjay Patel,1,8.5
Susan Lankester,2,4.5
Moshik Roth,1,9
Yang Rui,2,0
Tanisha Mehta,1,0
José Wallenstein,1,0
Park Heong-Joon,1,9.5
Seo Hyun-Chul,2,7.929
Jasmin Mekić,1,0
Lan Hương,1,9.5
Natália Rosa,1,0
Sun Xiangguang,1,0
Yvonne Hornack,1,0
Daniel Zukerman,1,5.5
Daisy Khatri,1,7
Woodland Demars,1,0
Sean Evans,1,7.4
Bernhard Schir,1,8.3
Thomas Mraz,1,8.3
Shaila Sabt,1,0
Chris Van Espen,1,6.7
Kiera Please,1,8.6
Shailyn Pierre-Dixon,1,6.3
Kiko Jiménez,1,7.3
Kat Palardy,1,0
Rika Kinugawa,2,8.0575
Yusra Warsama,1,7.2
Wu Nien-Hsuan,3,3
Chew Kin-Wah,1,5.4
Naoto Takahashi,1,8.1
Laith Nakli,2,6.838
Chanon Makaramani,1,0
Sarie De Vrieze,1,0
Eiichiro Funakoshi,2,2.25
Deuce Hogan,1,7.2
Aleksey Bazanov,1,8.241
Richie Moriarty,1,7.9
Abigail Oliver,1,7.4
Stan Van Samang,1,6.7
Szymon Wróblewski,1,6.345
Xianzheng Jin,1,10
Wang Xiao Cheng,1,0
Alexandra Rodriguez,1,6.8
David Švehlík,2,6.85
Marcela Barrozo,2,8.2
Abareru-Kun,2,8.5
Joel Sked,1,0
Ian Ousley,1,7.882
Anri Okamoto,2,6.35
Oskar De La Fuente,1,5.8
Jarl Friis-Mikkelsen,1,0
Cristina Pedroche,1,4.6
Aoi Fujimoto,1,6.2
Lino De Greiff,1,0
Ferenc Elek,2,6.95
Greg Miller,1,10
Hiroyuki Hirayama,2,6
Steven Boyer,1,7.3
Kaan Taşaner,2,4
Kari Hietalahti,3,6.666666667
Mahmoud Ellisy,1,4
Paris Smith,1,8.1
Lisa Norton,2,6.4
Vineet Raina,1,7.7
Arisa Kiyoto,1,10
Bhoomika Meena,1,0
Fred Dinenage,1,7.7
Ben,1,6.6
Sueangsuda Lawanprasert,1,0
Hector Arredondo,2,1
Praewa Suthamphong,1,0
Manasi Parekh,1,0
Marie Tifo,1,10
Chris Ryman,1,6.9
Oscar Filho,2,7
Louis Scott,1,7
Yakov Shamshin,1,0
Damyan Andreev,1,7
Dounia Ouirzane,1,0
Björn Bengtsson,2,6.7
Lola Petticrew,3,7.1
Marta Dusseldorp,5,7.05
Xincong Li,1,0
Traci Melchor,1,6.6
Brent Miller,1,7.9
Chad Larson,1,7.8
Raquel Pareño,1,0
Saïdou Camara,3,6.4
Gilbert Gottfried,2,6.7
Nic Sampson,1,6
Hans Kesting,1,7
Sandra Prinsloo,1,6
Mashiro Yagi,1,4.6
Napat Srinakluan,1,7.587
Milena Toscano,2,7
Cătălin Bordea,1,8.2
Corey Holcomb,1,5.8
Lu Niu,1,0
Miki Yanagi,1,6.538
Gemma Driscoll,1,5
Adnan Malik,1,7
Nikolaj Koppel,1,0
Maya Sondhi,1,7.1
Tommy Wong,1,0
Curt Fortin,1,4.5
José De Abreu,2,6.2
Sumit Bhardwaj,1,0
Erick Cuéllar,1,7.3
Arisa Date,1,7.4
Shira Levy,1,0
Haruka Shibuya,1,5.9
Ian Fang,1,0
Samuel Pang King-Chi,1,9.2
Katia Del Pino,1,6.6
Joe Wilkinson,1,7.9
Nozomu Sasaki,1,7.2
Hong Eunchae,3,6.666666667
Chris Powell,1,6.9
William Gao,1,8.6
Volodymyr Skoryk,1,1.5
Kim Donovan,1,7.7
Anna Julia Antonucci,1,0
Nikos Nikolaou,1,10
Ai Ru,1,0
Natalya Antonova,2,3.5
Kotaro Yoshida,2,8.55
Anna Kay,1,0
Ae Sittipun Komkliang,1,5
Seth Gold,1,5.3
Isha Malviya,1,7
Cui Yuxin,2,8.25
Abubakar Hussain,1,7.7
Gillian Alexy,1,6.489
Rabia Butt,1,10
David Nykl,1,0
Maribel Guardia,1,2
Steve N Allen,1,5.7
Sierra Capri,1,8.3
Long Bin,1,8.6
Katharina Küpper,1,0
Liu Yuanyuan,2,3.1
Sharon Cuneta,1,0
Danae Michalaki,1,7.3
Shahad Al-Kuwaitia,1,0
Krzysztof Unrug,1,0
Farah Youssef,1,0
Camila Perez,1,7.3
Sophia Bush,1,6.185
Skyler Samuels,3,6.591666667
Hu Wenzhe,1,7
Artemii Yehorov,1,7
Marta Ścisłowicz,2,3.65
Tajja Isen,1,7
Sarah Rose,1,4.4
Chartayodom Hiranyatithi,2,6.4
Christoph Kotanko,1,10
任柯诺,1,0
Phillip Salvador,1,0
李郝瑞,1,7
Álvaro Álvarez,1,0
Luís Ernesto Lacombe,1,9
Levar Burton,2,5.75
Jak Roberto,2,3
Kang Yul,2,5.15
Wan Thanakrit Panichawit,1,7
Rainie Dun,1,8
Seo Woo,4,6.4
Maribeth Monroe,1,7.4
Victoria Pedretti,4,5.451
Liu Jiatong,1,7.6
Xin Ruiqi,3,4.633333333
David Yetman,1,0
Sowon,1,6
Carol Rovira,1,5.9
María José Camacho,1,7
Finty Williams,1,6
Daniel Dimaggio,1,7.7
Avi Nash,2,7.8825
Gert Wingårdh,1,10
Frederik Seehauser,1,0
Lai Meiyun,1,0
Cara Bossom,1,6.4
Koji Ohkura,1,9
Liên Bỉnh Phát,1,0
Ge Shimin,1,6.8
Pat Mcafee,2,0
Eric Magnussen,1,5.1
Renke,1,6
Shen Taoran,1,5
Riccardo Mandolini,1,7.9
Xia Zhiqing,1,8
Ji Hye-Won,2,7.6765
Xie Zhixun,1,0
David Christopher Wells,1,8.7
Algı Eke,1,7.6
Johannes Roaldsen Fürst,2,3
Tie Zheng,1,6
Arzu Yanardağ,1,1
Philippe Magnan,1,6.2
Noel Comia Jr.,1,0
Antonia Fotaras,1,7.6
Shayelin Martin,1,0
Zhang Chuhan,1,7
Krystle D'souza,1,5
Arnaud Henriet,2,3.65
Hugo Possolo,1,0
Chris Kratt,1,7.6
Dewi Sandra,1,0
Allison Scagliotti,1,6.927
Christiana Mouzoura,1,5
Chinatsu Hirose,1,8.7
Richard Dixon,1,7.9
Tracy Lee,1,0
Jaidyn Triplett,1,7.7
Lorrain De Saint Affrique,1,7
Sofía Garza,4,6.95
Zheng Haoyuan,1,7.3
Himanshu A. Malhotra,1,0
Abigail Godfrey,1,8
Roque Ruiz,1,7
Leandro Karnal,1,0
Olivia Rose Keegan,1,7.102
Jacob Pitts,1,7.78
Daniela Avanzini,1,8.1
You Benchang,1,3.5
Sakurako Okubo,1,6
Annette Barlo,1,3.3
Ben Rappaport,2,8.223
Rj Skinner,1,0
Kohsei Hirota,1,6.6
Asun Ortega,1,4.369
Maricel Álvarez,1,7.2
Kotaro Yanagi,1,4
Gareth David-Lloyd,1,5.2
Sofie Hamilton,1,7.3
Todd Rotondi,1,6.5
Guillaume Marquet,1,6.2
Giovanni Esposito,1,6.026
Sserunya Ernest,1,6.6
Steve Bunn,1,7.5
Megumi Seki,1,7.6
Liya Medvedeva,1,6.239
Simon Tam,1,5.7
Amy Badberg,1,6.7
Francis Gamble,1,6.18
Marianne Borgo,1,3.7
Gekidan Hitori,1,7.178
Katharina Müller-Elmau,1,6.727
Sage Mears,1,5
Igor Sergeev,1,6.6
Su Douglas,1,5.8
Amber Perkins,1,6.3
Riley Griffiths,1,6.8
Lauren Maher,1,6.9
Beate Støfring,1,6.336
Paul Dzenkiw,1,5.6
Sam Huntington,3,5.7
Miko Hughes,1,4.9
Álvaro Guevara,1,7.6
Georges Devdariani,1,4.9
Luis Armando Ávila Costa,1,8
Vyacheslav Melekhov,1,6.6
Tyler Kunkle,1,5.7
Tony Ho,2,2.75
Nancy Stelle,1,5.4
Kyra Dutt,2,5.15
Jason Williams,2,5.05
Trish Cook,1,5.5
Wat,1,6.8
Brett Rosenberg,1,5
Rebecca Light,1,3.9
Jakob Porser,1,7
Richa Chadha,4,7.2
Paprika Steen,2,6.75
Besedka Johnson,1,6.8
Eva Rodriguez,1,7.879
Peter Barrett,1,4.3
Avraham Shalom,1,6.9
Avi Dichter,1,6.9
Sammi Rotibi,2,7.032
Ian Anderson,1,5.9
Jerzy Skolimowski,1,4.3
Rita Hayworth,1,7.5
Perla Bautista,1,4
Daniel Rindress-Kay,1,6.6
Monica Rial,1,6.25
Elisabeth Bergalló,1,7.1
Julius Jimenez Hugoson,1,5
Erik Stocklin,1,4.1
Chen Danqing,1,7.013
Georgina Reilly,1,5.957
Rowdy Kelley,1,4.163
Stephanie Hullar,1,4.8
Brad Armstrong,1,6.4
Yang Min-Yeong,1,6
A. J. Cook,1,6.4
Jennifer Banko,1,7.9
Johnathan Tchaikovsky,1,5.3
Jeremias Herskovits,1,7.2
Bastián Bodenhöfer,1,7.2
Niki Lauda,1,6.587
Antoine Basler,1,5.9
Wang Ziyi,1,6.1
Jeong Joon-Won,1,6.5
Mailes Kanapi,3,6.9
Gottfrid Svartholm,1,7.174
David Jason Perez,1,6.7
Tobias Segal,1,4.8
Emmanuel J. Esther,1,6.8
Andrew Christian,1,6
Shailene Garnett,1,6.333
Thalia Melendez,1,6.6
Puja Gupta,2,2.9
Shawn Fanning,1,6.45
Yoo Tae-Woong,1,4.3
David Hackney,1,7.163
Lizzy Mohl,1,7.4
Philippe Brenninkmeyer,1,5
Burcu Kara,2,6.6
Murdock Timmons,1,6.5
Críspulo Cabezas,1,5.6
Renee Victor,2,6.8
Carlos Pratts,1,5.4
Yūkichi Kobayashi,1,7
Hansi Jochmann,1,7.2
David Deluise,1,5.8
Slobodan Stefanović,1,4.2
Bryan Bonahoom,1,5.9
Sándor Zsótér,1,6.633
David Rintoul,3,6.133333333
Nobuyuki Katsube,1,6.581
Sukrit Wisetkaew,2,7.4
Lucía Pollán,1,7.4
Quinn Nealy,1,7.573
Nazanin Boniadi,3,7.288666667
Snowy White,1,8
Franck De La Personne,1,5.199
Jason Maza,2,5.3405
Lola Glaudini,1,5.8
Heo Ye-Chang,1,6.7
Jojo Kushner,1,7.22
Evi Van Der Laken,1,6.4
Tobias Almborg,1,7.6
Morgan Obenreder,1,3.793
Todd Friel,1,4.5
Annette Wozniak,1,5.5
Rasmus Slätis,1,6.2
Rachel Wilson,2,5.1
Cissy Jones,1,7.9
Tannishtha Chatterjee,1,7.4
Lauren Stamile,1,4.179
